Timestamp,q1csv,q2csv,q3csv,q4csv,q5csv,q6csv,q7csv,q8csv,q9csv,q10csv,q11csv,q12csv,q13csv,q14csv,q15csv,q16csv,q17csv,q18csv,q19csv,20)  Which of the following  personality types do you think best describes you?  ,Column 21
03-01-2025 19:14,3 (Neutral),5 (Strongly agree),2 (Disagree),3 (Neutral),3 (Neutral),2 (Disagree),5 (Strongly agree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),2 (Disagree),Introvert,
03-01-2025 19:17,4 (Agree),2 (Disagree),1 (Strongly Disagree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),2 (Disagree),2 (Disagree),2 (Disagree),4 (Agree),3 (Neutral),2 (Disagree),Thinker,
03-01-2025 21:03,3 (Neutral),1 (Strongly Disagree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),4 (Agree),2 (Disagree),2 (Disagree),4 (Agree),4 (Agree),4 (Agree),5 (Strongly agree),3 (Neutral),Introvert,
03-01-2025 21:51,4 (Agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),2 (Disagree),4 (Agree),3 (Neutral),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),2 (Disagree),Thinker,
03-01-2025 22:32,3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),2 (Disagree),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),4 (Agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),3 (Neutral),1 (Strongly Disagree),Introvert,
03-01-2025 22:32,4 (Agree),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),3 (Neutral),2 (Disagree),3 (Neutral),3 (Neutral),3 (Neutral),3 (Neutral),Explorer,
03-01-2025 23:25,4 (Agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),2 (Disagree),4 (Agree),4 (Agree),1 (Strongly Disagree),3 (Neutral),2 (Disagree),Thinker,
03-01-2025 23:51,2 (Disagree),1 (Strongly Disagree),2 (Disagree),2 (Disagree),2 (Disagree),2 (Disagree),5 (Strongly agree),3 (Neutral),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),2 (Disagree),4 (Agree),3 (Neutral),3 (Neutral),Thinker,
03-02-2025 00:19,1 (Strongly Disagree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),2 (Disagree),2 (Disagree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),5 (Strongly agree),5 (Strongly agree),Thinker,
03-02-2025 00:37,4 (Agree),2 (Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),1 (Strongly Disagree),4 (Agree),2 (Disagree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),3 (Neutral),4 (Agree),Explorer,
03-02-2025 00:40,3 (Neutral),5 (Strongly agree),4 (Agree),4 (Agree),3 (Neutral),2 (Disagree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),2 (Disagree),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),Thinker,
03-02-2025 01:09,2 (Disagree),4 (Agree),1 (Strongly Disagree),4 (Agree),3 (Neutral),2 (Disagree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),3 (Neutral),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),2 (Disagree),Thinker,
03-02-2025 01:29,3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),2 (Disagree),2 (Disagree),2 (Disagree),3 (Neutral),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),2 (Disagree),Explorer,
03-02-2025 01:34,4 (Agree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),2 (Disagree),4 (Agree),4 (Agree),3 (Neutral),1 (Strongly Disagree),4 (Agree),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),2 (Disagree),5 (Strongly agree),3 (Neutral),3 (Neutral),1 (Strongly Disagree),Thinker,
03-02-2025 01:39,4 (Agree),1 (Strongly Disagree),1 (Strongly Disagree),2 (Disagree),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),5 (Strongly agree),2 (Disagree),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),Introvert,
03-02-2025 02:08,4 (Agree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),2 (Disagree),4 (Agree),4 (Agree),3 (Neutral),1 (Strongly Disagree),4 (Agree),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),2 (Disagree),5 (Strongly agree),3 (Neutral),3 (Neutral),1 (Strongly Disagree),Thinker,
03-02-2025 02:19,5 (Strongly agree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),1 (Strongly Disagree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),5 (Strongly agree),2 (Disagree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),Explorer,
03-02-2025 04:29,4 (Agree),2 (Disagree),1 (Strongly Disagree),3 (Neutral),1 (Strongly Disagree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),1 (Strongly Disagree),5 (Strongly agree),2 (Disagree),2 (Disagree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),Thinker,
03-02-2025 05:07,3 (Neutral),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),1 (Strongly Disagree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),5 (Strongly agree),4 (Agree),2 (Disagree),3 (Neutral),3 (Neutral),Introvert,
03-02-2025 07:10,3 (Neutral),4 (Agree),5 (Strongly agree),2 (Disagree),2 (Disagree),3 (Neutral),5 (Strongly agree),3 (Neutral),5 (Strongly agree),4 (Agree),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),2 (Disagree),2 (Disagree),1 (Strongly Disagree),2 (Disagree),3 (Neutral),4 (Agree),Sensitive,
03-02-2025 07:48,5 (Strongly agree),4 (Agree),4 (Agree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),4 (Agree),Planner,
03-02-2025 07:53,5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),2 (Disagree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),3 (Neutral),5 (Strongly agree),4 (Agree),5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),5 (Strongly agree),4 (Agree),Explorer,
03-02-2025 09:39,4 (Agree),4 (Agree),5 (Strongly agree),3 (Neutral),2 (Disagree),4 (Agree),1 (Strongly Disagree),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),Thinker,
03-02-2025 10:36,1 (Strongly Disagree),4 (Agree),1 (Strongly Disagree),1 (Strongly Disagree),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),3 (Neutral),2 (Disagree),4 (Agree),3 (Neutral),Sensitive,
03-02-2025 10:57,4 (Agree),2 (Disagree),2 (Disagree),2 (Disagree),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),3 (Neutral),Explorer,
03-02-2025 11:06,1 (Strongly Disagree),4 (Agree),1 (Strongly Disagree),1 (Strongly Disagree),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),3 (Neutral),2 (Disagree),4 (Agree),3 (Neutral),Sensitive,
03-02-2025 11:11,3 (Neutral),2 (Disagree),1 (Strongly Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),4 (Agree),1 (Strongly Disagree),3 (Neutral),4 (Agree),2 (Disagree),3 (Neutral),Explorer,
03-02-2025 14:52,5 (Strongly agree),2 (Disagree),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),3 (Neutral),4 (Agree),Planner,
03-02-2025 15:47,1 (Strongly Disagree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),2 (Disagree),2 (Disagree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),5 (Strongly agree),5 (Strongly agree),Thinker,
03-02-2025 16:26,2 (Disagree),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),5 (Strongly agree),Planner,
03-02-2025 17:53,3 (Neutral),5 (Strongly agree),2 (Disagree),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),3 (Neutral),4 (Agree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),5 (Strongly agree),3 (Neutral),Explorer,
03-02-2025 18:13,3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),5 (Strongly agree),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),4 (Agree),Thinker,
03-02-2025 21:27,4 (Agree),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),5 (Strongly agree),4 (Agree),2 (Disagree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),2 (Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),Introvert,
03-02-2025 22:28,4 (Agree),2 (Disagree),4 (Agree),3 (Neutral),5 (Strongly agree),2 (Disagree),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),4 (Agree),2 (Disagree),Thinker,
03-02-2025 22:57,3 (Neutral),1 (Strongly Disagree),2 (Disagree),5 (Strongly agree),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),3 (Neutral),3 (Neutral),3 (Neutral),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),Sensitive,
03-02-2025 23:25,4 (Agree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),1 (Strongly Disagree),3 (Neutral),4 (Agree),1 (Strongly Disagree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),Explorer,
03-03-2025 00:25,4 (Agree),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),Explorer,
03-03-2025 02:08,3 (Neutral),3 (Neutral),2 (Disagree),4 (Agree),2 (Disagree),4 (Agree),5 (Strongly agree),1 (Strongly Disagree),4 (Agree),4 (Agree),1 (Strongly Disagree),4 (Agree),4 (Agree),4 (Agree),2 (Disagree),1 (Strongly Disagree),3 (Neutral),2 (Disagree),4 (Agree),Sensitive,
03-03-2025 02:33,4 (Agree),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),3 (Neutral),3 (Neutral),1 (Strongly Disagree),2 (Disagree),2 (Disagree),2 (Disagree),3 (Neutral),2 (Disagree),2 (Disagree),3 (Neutral),2 (Disagree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),Sensitive,
03-03-2025 02:35,3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),2 (Disagree),3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),2 (Disagree),Thinker,
03-03-2025 02:50,5 (Strongly agree),2 (Disagree),4 (Agree),3 (Neutral),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),2 (Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),4 (Agree),1 (Strongly Disagree),3 (Neutral),5 (Strongly agree),2 (Disagree),Thinker,
03-03-2025 03:14,5 (Strongly agree),2 (Disagree),2 (Disagree),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),4 (Agree),5 (Strongly agree),5 (Strongly agree),2 (Disagree),5 (Strongly agree),2 (Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),5 (Strongly agree),Planner,
03-03-2025 05:17,3 (Neutral),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),2 (Disagree),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),2 (Disagree),4 (Agree),3 (Neutral),2 (Disagree),5 (Strongly agree),5 (Strongly agree),Sensitive,
03-03-2025 05:54,4 (Agree),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),5 (Strongly agree),4 (Agree),2 (Disagree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),2 (Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),Introvert,
03-03-2025 06:20,4 (Agree),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),3 (Neutral),2 (Disagree),3 (Neutral),3 (Neutral),3 (Neutral),3 (Neutral),Explorer,
03-03-2025 07:18,4 (Agree),2 (Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),1 (Strongly Disagree),4 (Agree),2 (Disagree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),3 (Neutral),4 (Agree),Explorer,
03-03-2025 08:59,5 (Strongly agree),3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),1 (Strongly Disagree),4 (Agree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),2 (Disagree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),Extrovert,
03-03-2025 09:16,1 (Strongly Disagree),4 (Agree),2 (Disagree),5 (Strongly agree),4 (Agree),2 (Disagree),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),4 (Agree),1 (Strongly Disagree),1 (Strongly Disagree),2 (Disagree),2 (Disagree),2 (Disagree),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),Extrovert,
03-03-2025 10:02,4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),2 (Disagree),5 (Strongly agree),2 (Disagree),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),Extrovert,
03-03-2025 10:49,1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),1 (Strongly Disagree),2 (Disagree),2 (Disagree),1 (Strongly Disagree),1 (Strongly Disagree),2 (Disagree),3 (Neutral),2 (Disagree),3 (Neutral),1 (Strongly Disagree),Extrovert,
03-03-2025 12:53,4 (Agree),3 (Neutral),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),4 (Agree),5 (Strongly agree),5 (Strongly agree),3 (Neutral),3 (Neutral),3 (Neutral),2 (Disagree),4 (Agree),5 (Strongly agree),2 (Disagree),Explorer,
03-03-2025 13:38,5 (Strongly agree),2 (Disagree),3 (Neutral),2 (Disagree),2 (Disagree),2 (Disagree),3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),4 (Agree),2 (Disagree),2 (Disagree),3 (Neutral),Introvert,
03-03-2025 13:40,5 (Strongly agree),3 (Neutral),4 (Agree),1 (Strongly Disagree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),2 (Disagree),5 (Strongly agree),3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),Planner,
03-03-2025 14:19,5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),2 (Disagree),2 (Disagree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),1 (Strongly Disagree),1 (Strongly Disagree),4 (Agree),Sensitive,
03-03-2025 15:03,3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),5 (Strongly agree),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),4 (Agree),Thinker,
03-03-2025 15:49,5 (Strongly agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),2 (Disagree),2 (Disagree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),1 (Strongly Disagree),1 (Strongly Disagree),4 (Agree),Sensitive,
03-03-2025 16:08,2 (Disagree),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),2 (Disagree),4 (Agree),1 (Strongly Disagree),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),Planner,
03-03-2025 17:20,4 (Agree),4 (Agree),2 (Disagree),2 (Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),2 (Disagree),4 (Agree),1 (Strongly Disagree),2 (Disagree),3 (Neutral),Planner,
03-03-2025 18:09,3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),2 (Disagree),2 (Disagree),2 (Disagree),3 (Neutral),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),4 (Agree),2 (Disagree),4 (Agree),4 (Agree),2 (Disagree),Explorer,
03-03-2025 18:52,4 (Agree),3 (Neutral),3 (Neutral),2 (Disagree),3 (Neutral),2 (Disagree),3 (Neutral),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),2 (Disagree),2 (Disagree),4 (Agree),2 (Disagree),4 (Agree),2 (Disagree),3 (Neutral),1 (Strongly Disagree),Planner,
03-03-2025 20:22,2 (Disagree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),2 (Disagree),4 (Agree),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),1 (Strongly Disagree),4 (Agree),2 (Disagree),3 (Neutral),2 (Disagree),2 (Disagree),1 (Strongly Disagree),Thinker,
03-03-2025 20:43,1 (Strongly Disagree),5 (Strongly agree),1 (Strongly Disagree),3 (Neutral),3 (Neutral),3 (Neutral),5 (Strongly agree),4 (Agree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),3 (Neutral),3 (Neutral),4 (Agree),5 (Strongly agree),4 (Agree),5 (Strongly agree),2 (Disagree),Introvert,
03-03-2025 20:46,4 (Agree),2 (Disagree),3 (Neutral),2 (Disagree),3 (Neutral),2 (Disagree),3 (Neutral),2 (Disagree),5 (Strongly agree),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),2 (Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),4 (Agree),3 (Neutral),Thinker,
03-03-2025 21:43,4 (Agree),1 (Strongly Disagree),4 (Agree),2 (Disagree),4 (Agree),2 (Disagree),5 (Strongly agree),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),3 (Neutral),2 (Disagree),3 (Neutral),3 (Neutral),4 (Agree),3 (Neutral),3 (Neutral),3 (Neutral),Sensitive,
03-03-2025 22:01,4 (Agree),3 (Neutral),4 (Agree),4 (Agree),3 (Neutral),1 (Strongly Disagree),3 (Neutral),4 (Agree),1 (Strongly Disagree),3 (Neutral),5 (Strongly agree),5 (Strongly agree),4 (Agree),3 (Neutral),5 (Strongly agree),4 (Agree),5 (Strongly agree),3 (Neutral),3 (Neutral),Explorer,
03-03-2025 23:26,2 (Disagree),5 (Strongly agree),3 (Neutral),4 (Agree),1 (Strongly Disagree),3 (Neutral),5 (Strongly agree),3 (Neutral),2 (Disagree),1 (Strongly Disagree),3 (Neutral),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),4 (Agree),1 (Strongly Disagree),5 (Strongly agree),3 (Neutral),1 (Strongly Disagree),Introvert,
